name,contract_address,tokenId,supply,creators,transfersCount,accountName,accountAddress
Misutā Supākorujjjjjjjjjjohn (ミスタースパーコルジョン),KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140425,10000,['tz2PPmhyNJjcv5vzHY639mzFjLs7GjKDhvUJ'],2,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
I am the Alter-Destiny - Juneteenth ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141541,10000,['tz1RHeMFfMYVwkgwY17rAPVxsjVjK9X5NhFE'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Polyqui 1,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,113781,3,['tz1RHeMFfMYVwkgwY17rAPVxsjVjK9X5NhFE'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Writer's Block,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140661,10000,['tz1VYfnEUiPMKgZsvaqo43W4dzA3442pZdYY'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
039,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140783,10000,['tz1MYX5MciJifCWaSqiXepTqg2h1RbbCvjCc'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Sky Dragon Qipao,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140322,10000,['tz1R5SZpDMLbPdt6n9syvLMN8QmhbBoDWZKk'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Black Lives Matter,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,138975,10000,['tz1W9xECFvPWNvYxJU282L2wkvqSyrbBSdM8'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Hyper Diner ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,138871,10000,['tz1cdRENrCPzg7qLoyabszuRxncmHr66vcX5'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
HENthousand Cubes I,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141194,10000,['tz2DCnSEGSvNpPto8XMYPfATZCjUEYwSjf3u'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
jjjjjourney,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141590,10000,['tz1Ko1R9w2eZuj64FfCypo4DByCS8Nkb1QH8'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
MegaCity Glass,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139937,10000,['tz1eyTfLUUjVgsW11x8q4p8FU2A8N3aCMi4D'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Dutch Landscape,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141962,30,['tz1VDdQFM4Qc6YfsdDUg6JrfmBDXqG8y3VRE'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
The Club 004,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141796,50,['tz1QpCCx83DeK38iTX4YQtARZEfv2MNRfHXC'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
play OS,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141104,10000,['tz1VZUTpbJQiQZvpXE9kTCydgyTTxpW49G5o'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Red Sneaker - Special Edition #100,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141567,10000,['tz1dfWiYpneQsga8iUTk8duUAdtSQoN6fvKi'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
garden of chick-HEN,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141963,10000,['tz1MfrDRZMwBwtxAyLSixoQ1dYL4FEJXfS67'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Your princess is not in another castle!,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,141691,10000,['tz1cjHCorsyNqN3cWWKoYpzycBJmpifyoWd6'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Golden Ball,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140517,10000,['tz1YkUge1dXCPHTRJuH2YtfTwPyBMq1qY5M2'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Monster Run,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,113307,20,['tz1YkUge1dXCPHTRJuH2YtfTwPyBMq1qY5M2'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Gazing,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139198,10000,['tz1RmvTbitqk7MoqCVFDPtsJxeuCCaFjFx7K'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
